timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1929346498,1929346000,1200.0,0.588899,0.0209508,1.11937,0.0,255,0,6,4,0,0,0,1,1,1,34
1930347334,1929346000,1200.0,0.588899,0.0207917,0.997012,0.0,255,0,6,4,0,0,0,1,1,1,34
1930491427,1930484968,1200.0,0.588899,0.0207917,0.997012,0.0,255,0,6,4,0,0,0,1,1,1,34
1931424837,1931421181,1200.0,0.588899,0.0208637,1.15148,0.0,255,0,6,4,0,0,0,1,1,1,34
1932347460,1932342062,1200.0,0.588899,0.0208469,1.08007,0.0,255,0,6,4,0,0,0,1,1,1,34
1933358834,1933353602,1200.0,0.588899,0.0465707,0.939341,0.0,255,0,6,4,0,0,0,1,1,1,34
1934367642,1933353602,1200.0,0.588899,0.0209826,1.203,0.0,255,0,6,4,0,0,0,1,1,1,34
1934447426,1934445974,1200.0,0.588899,0.0209826,1.203,0.0,255,0,6,4,0,0,0,1,1,1,34
1935350345,1935345271,1200.0,0.588899,0.020977,1.15573,0.0,255,0,6,4,0,0,0,1,1,1,34
1936353802,1936344937,1200.0,0.588899,0.0209187,0.89751,0.0,255,0,6,4,0,0,0,1,1,1,34
1937363416,1936344937,1200.0,0.588899,0.0209834,1.22203,0.0,255,0,6,4,0,0,0,1,1,1,34
1937414486,1937407400,1200.0,0.588899,0.0209834,1.22203,0.0,255,0,6,4,0,0,0,1,1,1,34
1938421059,1938416325,1200.0,0.588899,0.0208142,0.943577,0.0,255,0,6,4,0,0,0,1,1,1,34
1939333551,1939332994,1200.0,0.588899,0.0209551,1.15652,0.0,255,0,6,4,0,0,0,1,1,1,34
1940335502,1939332994,1200.0,0.588899,0.02095,0.935765,0.0,255,0,6,4,0,0,0,1,1,1,34
1940419446,1940413039,1200.0,0.588899,0.02095,0.935765,0.0,255,0,6,4,0,0,0,1,1,1,34
1941404495,1941396426,1200.0,0.588899,0.0208583,1.24852,0.0,255,0,6,4,0,0,0,1,1,1,34
1942323509,1942320996,1200.0,0.588899,0.0209387,1.10078,0.0,255,0,6,4,0,0,0,1,1,1,34
1943330390,1942320996,1200.0,0.588899,0.0466666,1.04752,0.0,255,0,6,4,0,0,0,1,1,1,34
1943374011,1943373766,1200.0,0.588899,0.0466666,1.04752,0.0,255,0,6,4,0,0,0,1,1,1,34
1944377215,1943373766,1200.0,0.588899,0.0367911,1.08086,0.0,255,0,6,4,0,0,0,1,1,1,34
1944399383,1944391242,1200.0,0.588899,0.0367911,1.08086,0.0,255,0,6,4,0,0,0,1,1,1,34
1945317942,1945311297,1200.0,0.588899,0.0367911,1.08086,0.0,255,0,6,4,0,0,0,1,1,1,34
1946326059,1945311297,1200.0,0.588899,0.0419386,1.11637,0.0,255,0,6,4,0,0,0,1,1,1,34
1946389714,1946384156,1200.0,0.588899,0.0,1.03187,0.0,255,0,6,4,0,0,0,1,1,1,34
1947376121,1947375318,1200.0,0.588899,0.0207806,1.25178,0.0,255,0,6,4,0,0,0,1,1,1,34
1948378420,1947375318,1200.0,0.588899,0.0208057,0.930314,0.0,255,0,6,4,0,0,0,1,1,1,34
1948430911,1948428992,1200.0,0.588899,0.0208057,0.930314,0.0,255,0,6,4,0,0,0,1,1,1,34
1949371407,1949367525,1200.0,0.588899,0.0208961,1.1264,0.0,255,0,6,4,0,0,0,1,1,1,34
1950381632,1950369989,1200.0,0.588899,0.0257936,0.979167,0.0,255,0,6,4,0,0,0,1,1,1,34
1951390554,1950369989,1200.0,0.588899,0.0158384,1.30766,0.0,255,0,6,4,0,0,0,1,1,1,34
